PARAMETER_ID,VALUE,UNIT,SOURCE,PROVENANCE,FROZEN_OR_FITTABLE
PROPER_101_2_8_9_36,pk=0.15;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_102_2_12_11_38,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_103_2_12_13_40,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_104_2_12_13_41,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_105_27_1_2_3,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_106_28_1_2_3,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_107_29_1_2_3,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_108_3_2_12_39,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_109_4_5_7_34,pk=2.175;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_110_5_4_3_30,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_111_5_4_3_31,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_112_6_5_4_32,pk=4.03;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_113_6_5_4_32,pk=3.66;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_114_6_5_4_33,pk=4.03;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_115_6_5_4_33,pk=3.66;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_116_6_5_7_34,pk=2.175;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_117_7_5_4_32,pk=0;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_118_7_5_4_33,pk=0;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_119_7_8_9_35,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_120_7_8_9_36,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_121_8_9_10_37,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_122_27_1_2_8,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_123_28_1_2_8,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_124_29_1_2_8,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_125_8_2_3_30,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_126_8_2_3_31,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_127_8_2_12_39,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_128_9_8_7_34,pk=6.65;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_129_9_10_11_38,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_130_9_10_26_56,pk=0.25;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_131_10_11_12_39,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_132_10_11_16_44,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_133_11_10_9_35,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_134_11_10_9_36,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_135_11_10_26_56,pk=0.25;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_136_11_12_13_40,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_137_11_12_13_41,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_138_11_16_17_45,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_139_11_16_17_46,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_140_12_11_10_37,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_141_12_11_16_44,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_142_12_13_14_42,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_143_12_13_14_43,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_144_27_1_2_12,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_145_28_1_2_12,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_146_29_1_2_12,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_147_12_2_3_30,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_148_12_2_3_31,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_149_13_12_11_38,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_150_14_13_12_39,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_151_14_15_16_44,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_152_14_15_25_53,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_153_14_15_25_54,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_154_14_15_25_55,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_155_15_14_13_40,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_156_15_14_13_41,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_157_15_16_17_45,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_158_15_16_17_46,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_159_15_16_11_38,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_160_15_19_18_47,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_161_15_19_18_48,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_162_15_19_20_49,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_163_15_19_20_50,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_164_16_15_14_42,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_165_16_15_14_43,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_166_16_15_25_53,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_167_16_15_25_54,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_168_16_15_25_55,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_169_16_17_18_47,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_170_16_17_18_48,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_171_16_11_10_37,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_172_16_11_12_39,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_173_17_16_11_38,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_174_18_17_16_44,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_175_18_19_20_49,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_176_18_19_20_50,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_177_19_18_17_45,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_178_19_18_17_46,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_179_19_20_21_51,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_180_19_20_21_52,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_181_19_15_14_42,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_182_19_15_14_43,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_183_19_15_16_44,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_184_19_15_25_53,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_185_19_15_25_54,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_186_19_15_25_55,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_187_20_19_18_47,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_188_20_19_18_48,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_189_22_21_20_49,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_190_22_21_20_50,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_191_23_22_21_51,pk=4.03;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_192_23_22_21_51,pk=3.66;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_193_23_22_21_52,pk=4.03;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_194_23_22_21_52,pk=3.66;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_195_24_22_21_51,pk=0;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_196_24_22_21_52,pk=0;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_197_24_19_18_47,pk=0.25;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_198_24_19_18_47,pk=0;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
